race,hispan,age_group_5yr,sex,n,weighted
9,2,25-29,2,64,7151
9,2,30-34,1,101,11717
9,2,30-34,2,91,9920
9,2,35-39,1,90,10604
9,2,35-39,2,75,8464
9,2,40-44,1,66,10060
9,2,40-44,2,93,10650
9,2,45-49,1,48,6804
9,2,45-49,2,63,7933
9,2,50-54,1,50,5383
9,2,50-54,2,59,6808
9,2,55-59,1,38,5216
9,2,55-59,2,40,4519
9,2,60-64,1,27,3116
9,2,60-64,2,36,4010
9,2,65-69,1,17,1844
9,2,65-69,2,28,3356
9,2,70-74,1,24,3275
9,2,70-74,2,34,3226
9,2,75-79,1,5,540
9,2,75-79,2,23,2802
9,2,80+,1,7,743
9,2,80+,2,21,2810
9,3,0-4,1,25,3323
9,3,0-4,2,33,3122
9,3,5-9,1,32,3012
9,3,5-9,2,25,2419
9,3,10-14,1,13,1136
9,3,10-14,2,18,1495
9,3,15-19,1,22,1331
9,3,15-19,2,45,2987
9,3,20-24,1,24,2469
9,3,20-24,2,11,1272
9,3,25-29,1,13,1909
9,3,25-29,2,10,1306
9,3,30-34,1,16,2160
9,3,30-34,2,14,1030
9,3,35-39,1,21,2835
9,3,35-39,2,7,1030
9,3,40-44,1,6,647
9,3,40-44,2,7,489
9,3,45-49,1,14,1703
9,3,45-49,2,13,1470
9,3,50-54,1,16,1320
9,3,50-54,2,14,1631
9,3,55-59,1,11,606
9,3,55-59,2,7,959
9,3,60-64,1,6,702
9,3,60-64,2,5,345
9,3,65-69,1,6,382
9,3,65-69,2,6,288
9,3,70-74,1,6,396
9,3,70-74,2,6,788
9,3,75-79,1,3,167
9,3,75-79,2,1,41
9,3,80+,1,5,344
9,3,80+,2,5,468
9,4,0-4,1,309,42045
9,4,0-4,2,259,36530
9,4,5-9,1,267,31324
9,4,5-9,2,268,34520
9,4,10-14,1,279,33517
9,4,10-14,2,268,33535
9,4,15-19,1,245,27176
9,4,15-19,2,256,27396
9,4,20-24,1,207,21080
9,4,20-24,2,173,19958
9,4,25-29,1,149,15968
9,4,25-29,2,145,17845
9,4,30-34,1,194,24096
9,4,30-34,2,163,17766
9,4,35-39,1,153,17242
9,4,35-39,2,170,18855
9,4,40-44,1,135,16060
9,4,40-44,2,143,16702
9,4,45-49,1,128,18639
9,4,45-49,2,131,13093
9,4,50-54,1,118,13394
9,4,50-54,2,122,12617
9,4,55-59,1,81,8936
9,4,55-59,2,124,13756
9,4,60-64,1,80,8768
9,4,60-64,2,91,9121
9,4,65-69,1,55,6450
9,4,65-69,2,78,7406
9,4,70-74,1,51,4726
9,4,70-74,2,67,5844
9,4,75-79,1,33,2855
9,4,75-79,2,42,4297
9,4,80+,1,28,2677
9,4,80+,2,50,4809
