V5009,n,pct
(1) White,7106,32.37800154918668
(2) Black or African American,9029,41.14001913701189
(3) American Indian or Alaska Native,275,1.253018635804438
(4) Asian,195,0.8885041235704197
(5) Native Hawaiian or Other Pacific Islander,44,0.2004829817287101
NA,5298,24.139973572697862
